Timestamp, Angle, Distance(cm)
13:54:40, 106, 38
13:54:41, 107, 36
13:54:41, 108, 37
13:54:41, 109, 37
13:54:41, 110, 37
13:54:41, 111, 36
13:54:41, 112, 200
13:54:41, 113, 200
13:54:41, 114, 200
13:54:41, 115, 200
13:54:41, 116, 200
13:54:41, 117, 200
13:54:41, 118, 200
13:54:41, 119, 200
13:54:41, 120, 200
13:54:41, 121, 200
13:54:41, 122, 200
13:54:41, 123, 200
13:54:41, 124, 200
13:54:41, 125, 200
13:54:41, 126, 200
13:54:41, 127, 7
13:54:41, 128, 5
13:54:41, 129, 4
13:54:41, 130, 6
13:54:41, 131, 6
13:54:41, 132, 4
13:54:41, 133, 4
13:54:42, 134, 4
13:54:42, 135, 5
13:54:42, 136, 6
13:54:42, 137, 5
13:54:42, 138, 5
13:54:42, 139, 5
13:54:42, 140, 5
13:54:42, 141, 4
13:54:42, 142, 5
13:54:42, 143, 200
13:54:42, 144, 200
13:54:42, 145, 200
13:54:42, 146, 200
13:54:42, 147, 200
13:54:42, 148, 200
13:54:42, 149, 200
13:54:42, 150, 200
13:54:42, 151, 200
13:54:42, 152, 200
13:54:42, 153, 200
13:54:42, 154, 200
13:54:42, 155, 200
13:54:42, 156, 5
13:54:42, 157, 15
13:54:42, 158, 16
13:54:42, 159, 16
13:54:42, 160, 17
13:54:42, 161, 16
13:54:43, 162, 15
13:54:43, 163, 15
13:54:43, 164, 15
13:54:43, 165, 200
13:54:43, 165, 200
13:54:43, 164, 200
13:54:43, 163, 200
13:54:43, 162, 200
13:54:43, 161, 200
13:54:43, 160, 200
13:54:43, 159, 200
13:54:43, 158, 200
13:54:43, 157, 200
13:54:43, 156, 200
13:54:43, 155, 200
13:54:43, 154, 200
13:54:43, 153, 200
13:54:43, 152, 15
13:54:43, 151, 14
13:54:43, 150, 16
13:54:43, 149, 15
13:54:43, 148, 18
13:54:43, 147, 17
13:54:43, 146, 17
13:54:43, 145, 49
13:54:43, 144, 49
13:54:43, 143, 50
13:54:44, 142, 22
13:54:44, 141, 56
13:54:44, 140, 51
13:54:44, 139, 200
13:54:44, 138, 200
13:54:44, 137, 200
13:54:44, 136, 200
13:54:44, 135, 56
13:54:44, 134, 57
13:54:44, 133, 62
13:54:44, 132, 200
13:54:44, 131, 200
13:54:44, 130, 200
13:54:44, 129, 200
13:54:44, 128, 200
13:54:44, 127, 200
13:54:44, 126, 200
13:54:44, 125, 200
13:54:44, 124, 200
13:54:44, 123, 200
13:54:44, 122, 200
13:54:44, 121, 200
13:54:44, 120, 200
13:54:44, 119, 200
13:54:44, 118, 200
13:54:44, 117, 200
13:54:45, 116, 200
13:54:45, 115, 11
13:54:45, 114, 11
13:54:45, 113, 200
13:54:45, 112, 12
13:54:45, 111, 10
13:54:45, 110, 10
13:54:45, 109, 12
13:54:45, 108, 200
13:54:45, 107, 200
13:54:45, 106, 200
13:54:45, 105, 200
13:54:45, 104, 200
13:54:45, 103, 200
13:54:45, 102, 200
13:54:45, 101, 200
13:54:45, 100, 200
13:54:45, 99, 200
13:54:45, 98, 200
13:54:45, 97, 200
13:54:45, 96, 200
13:54:45, 95, 200
13:54:45, 94, 200
13:54:45, 93, 200
13:54:45, 92, 200
13:54:45, 91, 200
13:54:45, 90, 200
13:54:46, 89, 200
13:54:46, 88, 200
13:54:46, 87, 200
13:54:46, 86, 200
13:54:46, 85, 200
13:54:46, 84, 200
13:54:46, 83, 200
13:54:46, 82, 200
13:54:46, 81, 200
13:54:46, 80, 200
13:54:46, 79, 200
13:54:46, 78, 200
13:54:46, 77, 200
13:54:46, 76, 200
13:54:46, 75, 200
13:54:46, 74, 200
13:54:46, 73, 200
13:54:46, 72, 200
13:54:46, 71, 200
13:54:46, 70, 200
13:54:46, 69, 200
13:54:46, 68, 200
13:54:46, 67, 200
13:54:46, 66, 200
13:54:46, 65, 200
13:54:46, 64, 200
13:54:47, 63, 200
13:54:47, 62, 200
13:54:47, 61, 200
13:54:47, 60, 200
13:54:47, 59, 200
13:54:47, 58, 200
13:54:47, 57, 200
13:54:47, 56, 200
13:54:47, 55, 200
13:54:47, 54, 200
13:54:47, 53, 200
13:54:47, 52, 200
13:54:47, 51, 200
13:54:47, 50, 200
13:54:47, 49, 200
13:54:47, 48, 200
13:54:47, 47, 200
13:54:47, 46, 200
